,county,eis facility id,agency facility id,tri facility id,company name,site name,facility source type,site latitude,site longitude,address,city,zip code,pollutant code,pollutant type(s),total emissions,emissions uom,data set
1516697,Alameda,14305511,113032737,,"UNION SANITARY DIST, FREMONT L","UNION SANITARY DIST, FREMONT LS",,37.4911,-121.9467,48101 FREMONT BLVD,FREMONT,94538,PM25-PRI,CAP,0.0005255,TON,2017NEI_Feb2020
1516725,Alameda,14305611,1130318843,,"HAYWARD HALL OF JUSTICE, JCC/A","JUDICIAL COUNCIL OF CALIFORNIA, JCC 01-D1",,37.656965,-122.093553,24405 AMADOR STREET,HAYWARD,94544,NOX,CAP,0.14294379,TON,2017NEI_Feb2020
1516728,Alameda,14305611,1130318843,,"HAYWARD HALL OF JUSTICE, JCC/A","JUDICIAL COUNCIL OF CALIFORNIA, JCC 01-D1",,37.656965,-122.093553,24405 AMADOR STREET,HAYWARD,94544,PM10-PRI,CAP,0.004050115,TON,2017NEI_Feb2020
1516730,Alameda,14305611,1130318843,,"HAYWARD HALL OF JUSTICE, JCC/A","JUDICIAL COUNCIL OF CALIFORNIA, JCC 01-D1",,37.656965,-122.093553,24405 AMADOR STREET,HAYWARD,94544,PM25-PRI,CAP,0.004045491,TON,2017NEI_Feb2020
1517022,Alameda,14309511,1130313737,,EAST BAY MUNICIPAL UTILITY DIS,EAST BAY MUNICIPAL UTILITY DIST PSK,,37.80898,-122.31128000000001,2101 7TH STREET,OAKLAND,94607,NOX,CAP,0.00539555,TON,2017NEI_Feb2020
1517025,Alameda,14309511,1130313737,,EAST BAY MUNICIPAL UTILITY DIS,EAST BAY MUNICIPAL UTILITY DIST PSK,,37.80898,-122.31128000000001,2101 7TH STREET,OAKLAND,94607,PM10-PRI,CAP,7.3974e-05,TON,2017NEI_Feb2020
1517027,Alameda,14309511,1130313737,,EAST BAY MUNICIPAL UTILITY DIS,EAST BAY MUNICIPAL UTILITY DIST PSK,,37.80898,-122.31128000000001,2101 7TH STREET,OAKLAND,94607,PM25-PRI,CAP,7.220100000000001e-05,TON,2017NEI_Feb2020
1517366,Alameda,14313011,1130322893,,,"TAYLOR COMMUNICATIONS, INC",,37.697499,-121.72131499999999,5775 BRISA STREET,LIVERMORE,94550,PM10-PRI,CAP,0.00026460000000000003,TON,2017NEI_Feb2020
1517368,Alameda,14313011,1130322893,,,"TAYLOR COMMUNICATIONS, INC",,37.697499,-121.72131499999999,5775 BRISA STREET,LIVERMORE,94550,PM25-PRI,CAP,0.00015876,TON,2017NEI_Feb2020
1517522,Alameda,14314511,1130313908,,COUNTY OF ALAMEDA - GSA,ALAMEDA COUNTY GSA,,37.8021,-122.2631,1401 LAKESIDE DRIVE,OAKLAND,94612,NOX,CAP,0.00586473,TON,2017NEI_Feb2020
1517525,Alameda,14314511,1130313908,,COUNTY OF ALAMEDA - GSA,ALAMEDA COUNTY GSA,,37.8021,-122.2631,1401 LAKESIDE DRIVE,OAKLAND,94612,PM10-PRI,CAP,8.0406e-05,TON,2017NEI_Feb2020
1517527,Alameda,14314511,1130313908,,COUNTY OF ALAMEDA - GSA,ALAMEDA COUNTY GSA,,37.8021,-122.2631,1401 LAKESIDE DRIVE,OAKLAND,94612,PM25-PRI,CAP,7.848e-05,TON,2017NEI_Feb2020
1517548,Alameda,14314611,1130313912,,COUNTY OF ALAMEDA - GSA,ALAMEDA COUNTY GSA,,37.7982,-122.2766,480 4TH STREET,OAKLAND,94607,NOX,CAP,0.0107911,TON,2017NEI_Feb2020
1517551,Alameda,14314611,1130313912,,COUNTY OF ALAMEDA - GSA,ALAMEDA COUNTY GSA,,37.7982,-122.2766,480 4TH STREET,OAKLAND,94607,PM10-PRI,CAP,0.000147947,TON,2017NEI_Feb2020
1517553,Alameda,14314611,1130313912,,COUNTY OF ALAMEDA - GSA,ALAMEDA COUNTY GSA,,37.7982,-122.2766,480 4TH STREET,OAKLAND,94607,PM25-PRI,CAP,0.00014440299999999998,TON,2017NEI_Feb2020
1517559,Alameda,14314811,1130313682,,PORT OF OAKLAND,PORT OF OAKLAND,,37.79354,-122.27821000000002,JACK LONDON SQUARE,OAKLAND,94607,NOX,CAP,0.007448125,TON,2017NEI_Feb2020
1517562,Alameda,14314811,1130313682,,PORT OF OAKLAND,PORT OF OAKLAND,,37.79354,-122.27821000000002,JACK LONDON SQUARE,OAKLAND,94607,PM10-PRI,CAP,2.1905e-05,TON,2017NEI_Feb2020
1517564,Alameda,14314811,1130313682,,PORT OF OAKLAND,PORT OF OAKLAND,,37.79354,-122.27821000000002,JACK LONDON SQUARE,OAKLAND,94607,PM25-PRI,CAP,2.1905e-05,TON,2017NEI_Feb2020
1517570,Alameda,14314911,1130314568,,CALIFORNIA HIGHWAY PATROL,CALIFORNIA HIGHWAY PATROL,,37.71568,-121.89245,4999 GLEASON DRIVE,DUBLIN,94568,NOX,CAP,0.01432858,TON,2017NEI_Feb2020
1517573,Alameda,14314911,1130314568,,CALIFORNIA HIGHWAY PATROL,CALIFORNIA HIGHWAY PATROL,,37.71568,-121.89245,4999 GLEASON DRIVE,DUBLIN,94568,PM10-PRI,CAP,5.9728e-05,TON,2017NEI_Feb2020
1517575,Alameda,14314911,1130314568,,CALIFORNIA HIGHWAY PATROL,CALIFORNIA HIGHWAY PATROL,,37.71568,-121.89245,4999 GLEASON DRIVE,DUBLIN,94568,PM25-PRI,CAP,5.9728e-05,TON,2017NEI_Feb2020
1517730,Alameda,14316711,113036149,,"COSCHEM, INC","COSCHEM, INC",,37.73697,-122.20358999999999,8108 CAPWELL DRIVE,OAKLAND,94621,NOX,CAP,0.10305539999999999,TON,2017NEI_Feb2020
1517733,Alameda,14316711,113036149,,"COSCHEM, INC","COSCHEM, INC",,37.73697,-122.20358999999999,8108 CAPWELL DRIVE,OAKLAND,94621,PM10-PRI,CAP,0.0077987230000000005,TON,2017NEI_Feb2020
1517735,Alameda,14316711,113036149,,"COSCHEM, INC","COSCHEM, INC",,37.73697,-122.20358999999999,8108 CAPWELL DRIVE,OAKLAND,94621,PM25-PRI,CAP,0.007740642,TON,2017NEI_Feb2020
1517905,Alameda,14318611,1130317456,,PEETS COFFEE AND TEA INC,PEETS COFFEE AND TEA INC,,37.72798,-122.24648300000001,2001 HARBOR BAY PKWY,ALAMEDA,94502,NOX,CAP,9.280422900000001,TON,2017NEI_Feb2020
1517908,Alameda,14318611,1130317456,,PEETS COFFEE AND TEA INC,PEETS COFFEE AND TEA INC,,37.72798,-122.24648300000001,2001 HARBOR BAY PKWY,ALAMEDA,94502,PM10-PRI,CAP,15.504947966,TON,2017NEI_Feb2020
1517910,Alameda,14318611,1130317456,,PEETS COFFEE AND TEA INC,PEETS COFFEE AND TEA INC,,37.72798,-122.24648300000001,2001 HARBOR BAY PKWY,ALAMEDA,94502,PM25-PRI,CAP,9.369192986,TON,2017NEI_Feb2020
1519306,Alameda,14334311,113039614,,SHELL OIL COMPANY,SHELL OIL COMPANY,,37.85543,-122.26732,2996 SHATTUCK AVENUE,BERKELEY,94703,PM10-PRI,CAP,0.00017052200000000002,TON,2017NEI_Feb2020
1519308,Alameda,14334311,113039614,,SHELL OIL COMPANY,SHELL OIL COMPANY,,37.85543,-122.26732,2996 SHATTUCK AVENUE,BERKELEY,94703,PM25-PRI,CAP,0.000164305,TON,2017NEI_Feb2020
1519709,Alameda,14361111,113038144,,LIVERMORE/AMADOR VALLEY TRANSI,LIVERMORE/AMADOR VALLEY TRANSIT AUTHORITY,,37.692485,-121.802745,1362 RUTAN COURT,LIVERMORE,94550,NOX,CAP,0.002345891,TON,2017NEI_Feb2020
1519712,Alameda,14361111,113038144,,LIVERMORE/AMADOR VALLEY TRANSI,LIVERMORE/AMADOR VALLEY TRANSIT AUTHORITY,,37.692485,-121.802745,1362 RUTAN COURT,LIVERMORE,94550,PM10-PRI,CAP,3.2162e-05,TON,2017NEI_Feb2020
1519714,Alameda,14361111,113038144,,LIVERMORE/AMADOR VALLEY TRANSI,LIVERMORE/AMADOR VALLEY TRANSIT AUTHORITY,,37.692485,-121.802745,1362 RUTAN COURT,LIVERMORE,94550,PM25-PRI,CAP,3.1392e-05,TON,2017NEI_Feb2020
1529995,Alameda,14457211,,,,OAKLAND,Rail Yard,37.808324,-122.31062,Unknown,Unknown,00000,NOX,CAP,28.6525,TON,2017NEI_Feb2020
1529996,Alameda,14457211,,,,OAKLAND,Rail Yard,37.808324,-122.31062,Unknown,Unknown,00000,PM10-PRI,CAP,0.5596666,TON,2017NEI_Feb2020
1529997,Alameda,14457211,,,,OAKLAND,Rail Yard,37.808324,-122.31062,Unknown,Unknown,00000,PM25-PRI,CAP,0.5231666,TON,2017NEI_Feb2020
1562986,Alameda,14768911,1130320459,94538NWNTD45500,TESLA MOTORS INC,"TESLA, INC",Automobile/Truck or Parts Plant,37.49584,-121.94803600000002,45500 FREMONT BLVD,FREMONT,94538,NOX,CAP,16.212544223,TON,2017NEI_Feb2020
1562989,Alameda,14768911,1130320459,94538NWNTD45500,TESLA MOTORS INC,"TESLA, INC",Automobile/Truck or Parts Plant,37.49584,-121.94803600000002,45500 FREMONT BLVD,FREMONT,94538,PM10-PRI,CAP,1.360614235,TON,2017NEI_Feb2020
1562991,Alameda,14768911,1130320459,94538NWNTD45500,TESLA MOTORS INC,"TESLA, INC",Automobile/Truck or Parts Plant,37.49584,-121.94803600000002,45500 FREMONT BLVD,FREMONT,94538,PM25-PRI,CAP,0.9320812620000001,TON,2017NEI_Feb2020
1603369,Alameda,15713511,1130319548,,"SAN LEANDRO SENIOR HOUSING, IN","SAN LEANDRO SENIOR HOUSING, INC",,37.734617,-122.163234,232 E 14TH STREET,SAN LEANDRO,94577,NOX,CAP,0.004707422,TON,2017NEI_Feb2020
1603372,Alameda,15713511,1130319548,,"SAN LEANDRO SENIOR HOUSING, IN","SAN LEANDRO SENIOR HOUSING, INC",,37.734617,-122.163234,232 E 14TH STREET,SAN LEANDRO,94577,PM10-PRI,CAP,0.00020962200000000002,TON,2017NEI_Feb2020
1603374,Alameda,15713511,1130319548,,"SAN LEANDRO SENIOR HOUSING, IN","SAN LEANDRO SENIOR HOUSING, INC",,37.734617,-122.163234,232 E 14TH STREET,SAN LEANDRO,94577,PM25-PRI,CAP,0.00020459999999999999,TON,2017NEI_Feb2020
1603378,Alameda,15713811,1130318612,,DUE TORRI COFFEE,DUE TORRI COFFEE,,37.751911,-122.18778799999998,"910 81ST AVE, UNIT 15",OAKLAND,94621,NOX,CAP,0.0015493,TON,2017NEI_Feb2020
1603381,Alameda,15713811,1130318612,,DUE TORRI COFFEE,DUE TORRI COFFEE,,37.751911,-122.18778799999998,"910 81ST AVE, UNIT 15",OAKLAND,94621,PM10-PRI,CAP,0.04554942,TON,2017NEI_Feb2020
1603383,Alameda,15713811,1130318612,,DUE TORRI COFFEE,DUE TORRI COFFEE,,37.751911,-122.18778799999998,"910 81ST AVE, UNIT 15",OAKLAND,94621,PM25-PRI,CAP,0.02732965,TON,2017NEI_Feb2020
1603403,Alameda,15714011,1130317751,,KAISER PERMANENTE,KAISER PLEASANTON TECHNOLOGY CENTER,,37.697373999999996,-121.889908,4460 HACIENDA DRIVE,PLEASANTON,94588,NOX,CAP,0.04949832,TON,2017NEI_Feb2020
1603406,Alameda,15714011,1130317751,,KAISER PERMANENTE,KAISER PLEASANTON TECHNOLOGY CENTER,,37.697373999999996,-121.889908,4460 HACIENDA DRIVE,PLEASANTON,94588,PM10-PRI,CAP,0.000678628,TON,2017NEI_Feb2020
1603408,Alameda,15714011,1130317751,,KAISER PERMANENTE,KAISER PLEASANTON TECHNOLOGY CENTER,,37.697373999999996,-121.889908,4460 HACIENDA DRIVE,PLEASANTON,94588,PM25-PRI,CAP,0.0006623689999999999,TON,2017NEI_Feb2020
1603463,Alameda,15714511,1130318468,,SHERWIN-WILLIAMS COMPANY #4394,SHERWIN-WILLIAMS COMPANY #4394,,37.709936,-122.158456,1033 MONTAGUE STREET,SAN LEANDRO,94577,PM10-PRI,CAP,0.258975,TON,2017NEI_Feb2020
1603465,Alameda,15714511,1130318468,,SHERWIN-WILLIAMS COMPANY #4394,SHERWIN-WILLIAMS COMPANY #4394,,37.709936,-122.158456,1033 MONTAGUE STREET,SAN LEANDRO,94577,PM25-PRI,CAP,0.2560975,TON,2017NEI_Feb2020
1603491,Alameda,15714711,1130319779,,ALAMEDA COUNTY PUBLIC WORKS AG,ALAMEDA COUNTY PUBLIC WORKS AGENCY,,37.656062,-122.144052,"SULPHUR CREEK, FLOOD CTR PUMP STA",HAYWARD,94541,NOX,CAP,0.03811858,TON,2017NEI_Feb2020
1603494,Alameda,15714711,1130319779,,ALAMEDA COUNTY PUBLIC WORKS AG,ALAMEDA COUNTY PUBLIC WORKS AGENCY,,37.656062,-122.144052,"SULPHUR CREEK, FLOOD CTR PUMP STA",HAYWARD,94541,PM10-PRI,CAP,0.0027104990000000003,TON,2017NEI_Feb2020
1603496,Alameda,15714711,1130319779,,ALAMEDA COUNTY PUBLIC WORKS AG,ALAMEDA COUNTY PUBLIC WORKS AGENCY,,37.656062,-122.144052,"SULPHUR CREEK, FLOOD CTR PUMP STA",HAYWARD,94541,PM25-PRI,CAP,0.00264556,TON,2017NEI_Feb2020
1603521,Alameda,15714811,1130320093,,"OLYMPIC TUG & BARGE CO, INC","OLYMPIC TUG & BARGE CO, INC",,37.788706,-122.30379599999999,321 A AVENUE,ALAMEDA,94501,NOX,CAP,0.003118016,TON,2017NEI_Feb2020
1603524,Alameda,15714811,1130320093,,"OLYMPIC TUG & BARGE CO, INC","OLYMPIC TUG & BARGE CO, INC",,37.788706,-122.30379599999999,321 A AVENUE,ALAMEDA,94501,PM10-PRI,CAP,0.000242033,TON,2017NEI_Feb2020
1603526,Alameda,15714811,1130320093,,"OLYMPIC TUG & BARGE CO, INC","OLYMPIC TUG & BARGE CO, INC",,37.788706,-122.30379599999999,321 A AVENUE,ALAMEDA,94501,PM25-PRI,CAP,0.00023623400000000002,TON,2017NEI_Feb2020
1603547,Alameda,15714911,1130320171,,SFBART DISTRICT (LANEY COLLEGE,SFBART DISTRICT (LANEY COLLEGE),,37.78925,-122.25464699999999,601 E 8TH AVENUE,OAKLAND,94606,NOX,CAP,0.000699292,TON,2017NEI_Feb2020
1603550,Alameda,15714911,1130320171,,SFBART DISTRICT (LANEY COLLEGE,SFBART DISTRICT (LANEY COLLEGE),,37.78925,-122.25464699999999,601 E 8TH AVENUE,OAKLAND,94606,PM10-PRI,CAP,1.921e-05,TON,2017NEI_Feb2020
1603552,Alameda,15714911,1130320171,,SFBART DISTRICT (LANEY COLLEGE,SFBART DISTRICT (LANEY COLLEGE),,37.78925,-122.25464699999999,601 E 8TH AVENUE,OAKLAND,94606,PM25-PRI,CAP,1.875e-05,TON,2017NEI_Feb2020
1603577,Alameda,15715111,1130320427,,DCT BAYSIDE LP,DCT BAYSIDE INDUSTRIAL,,37.620263,-122.11351699999999,3525 ARDEN ROAD,HAYWARD,94545,NOX,CAP,0.0029258509999999997,TON,2017NEI_Feb2020
1603580,Alameda,15715111,1130320427,,DCT BAYSIDE LP,DCT BAYSIDE INDUSTRIAL,,37.620263,-122.11351699999999,3525 ARDEN ROAD,HAYWARD,94545,PM10-PRI,CAP,0.00022701900000000002,TON,2017NEI_Feb2020
1603582,Alameda,15715111,1130320427,,DCT BAYSIDE LP,DCT BAYSIDE INDUSTRIAL,,37.620263,-122.11351699999999,3525 ARDEN ROAD,HAYWARD,94545,PM25-PRI,CAP,0.00022158,TON,2017NEI_Feb2020
1603602,Alameda,15715211,1130319486,,DOUBLE TREE HOTEL,DOUBLE TREE HOTEL,,37.867513,-122.312506,200 MARINA BOULEVARD,BERKELEY,94710,NOX,CAP,1.4359999999999999e-06,TON,2017NEI_Feb2020
1603605,Alameda,15715211,1130319486,,DOUBLE TREE HOTEL,DOUBLE TREE HOTEL,,37.867513,-122.312506,200 MARINA BOULEVARD,BERKELEY,94710,PM10-PRI,CAP,7.8e-08,TON,2017NEI_Feb2020
1603607,Alameda,15715211,1130319486,,DOUBLE TREE HOTEL,DOUBLE TREE HOTEL,,37.867513,-122.312506,200 MARINA BOULEVARD,BERKELEY,94710,PM25-PRI,CAP,7.599999999999999e-08,TON,2017NEI_Feb2020
1603964,Alameda,15718011,1130320541,,COLUMBUS,COLUMBUS,,37.612308,-122.048372,30977 SAN ANTONIO ST,HAYWARD,94544,NOX,CAP,0.24337277100000002,TON,2017NEI_Feb2020
1603967,Alameda,15718011,1130320541,,COLUMBUS,COLUMBUS,,37.612308,-122.048372,30977 SAN ANTONIO ST,HAYWARD,94544,PM10-PRI,CAP,0.007420316999999999,TON,2017NEI_Feb2020
1603969,Alameda,15718011,1130320541,,COLUMBUS,COLUMBUS,,37.612308,-122.048372,30977 SAN ANTONIO ST,HAYWARD,94544,PM25-PRI,CAP,0.007411851999999999,TON,2017NEI_Feb2020
1604264,Alameda,15721011,1130319024,,TRI CITY ANIMAL SHELTER,TRI CITY ANIMAL SHELTER,,37.554189,-121.967703,1950 STEVENSON BLVD,FREMONT,94538,NOX,CAP,0.003729992,TON,2017NEI_Feb2020
1604267,Alameda,15721011,1130319024,,TRI CITY ANIMAL SHELTER,TRI CITY ANIMAL SHELTER,,37.554189,-121.967703,1950 STEVENSON BLVD,FREMONT,94538,PM10-PRI,CAP,0.000197071,TON,2017NEI_Feb2020
1604269,Alameda,15721011,1130319024,,TRI CITY ANIMAL SHELTER,TRI CITY ANIMAL SHELTER,,37.554189,-121.967703,1950 STEVENSON BLVD,FREMONT,94538,PM25-PRI,CAP,0.00019234900000000002,TON,2017NEI_Feb2020
1604290,Alameda,15721111,1130319164,,KINDRED HOSPITAL,KINDRED HOSPITAL,,37.716568,-122.1315,2800 BENEDICT DRIVE,SAN LEANDRO,94577,NOX,CAP,0.43425041299999995,TON,2017NEI_Feb2020
1604293,Alameda,15721111,1130319164,,KINDRED HOSPITAL,KINDRED HOSPITAL,,37.716568,-122.1315,2800 BENEDICT DRIVE,SAN LEANDRO,94577,PM10-PRI,CAP,0.042689674000000004,TON,2017NEI_Feb2020
1604295,Alameda,15721111,1130319164,,KINDRED HOSPITAL,KINDRED HOSPITAL,,37.716568,-122.1315,2800 BENEDICT DRIVE,SAN LEANDRO,94577,PM25-PRI,CAP,0.04267744,TON,2017NEI_Feb2020
1604323,Alameda,15721211,1130320394,,SARA LEE FOODS - SAN LORENZO,THE HILLSHIRE BRANDS CO A SUBSIDIARY OF TYSON FOOD,,37.668949,-122.15276000000001,2411 BAUMANN AVENUE,SAN LORENZO,94580,NOX,CAP,2.00954728,TON,2017NEI_Feb2020
1604326,Alameda,15721211,1130320394,,SARA LEE FOODS - SAN LORENZO,THE HILLSHIRE BRANDS CO A SUBSIDIARY OF TYSON FOOD,,37.668949,-122.15276000000001,2411 BAUMANN AVENUE,SAN LORENZO,94580,PM10-PRI,CAP,0.115717711,TON,2017NEI_Feb2020
1604328,Alameda,15721211,1130320394,,SARA LEE FOODS - SAN LORENZO,THE HILLSHIRE BRANDS CO A SUBSIDIARY OF TYSON FOOD,,37.668949,-122.15276000000001,2411 BAUMANN AVENUE,SAN LORENZO,94580,PM25-PRI,CAP,0.115709147,TON,2017NEI_Feb2020
1604547,Alameda,15723511,1130313914,,GEORGE E MCDONALD HALL OF JUST,"JUDICIAL COUNCIL OF CALIFORNIA, JCC 01-F1",,37.7556,-122.25388999999998,2233 SHORELINE DR,ALAMEDA,94501,NOX,CAP,0.002815072,TON,2017NEI_Feb2020
1604550,Alameda,15723511,1130313914,,GEORGE E MCDONALD HALL OF JUST,"JUDICIAL COUNCIL OF CALIFORNIA, JCC 01-F1",,37.7556,-122.25388999999998,2233 SHORELINE DR,ALAMEDA,94501,PM10-PRI,CAP,3.8595e-05,TON,2017NEI_Feb2020
1604552,Alameda,15723511,1130313914,,GEORGE E MCDONALD HALL OF JUST,"JUDICIAL COUNCIL OF CALIFORNIA, JCC 01-F1",,37.7556,-122.25388999999998,2233 SHORELINE DR,ALAMEDA,94501,PM25-PRI,CAP,3.767e-05,TON,2017NEI_Feb2020
1604573,Alameda,15723611,1130311764,,BAY AREA RAPID TRANSIT DISTRIC,BAY AREA RAPID TRANSIT DISTRICT,,37.792228,-122.25672800000001,601 E 8TH STREET,OAKLAND,94604,NOX,CAP,0.003825133,TON,2017NEI_Feb2020
1604576,Alameda,15723611,1130311764,,BAY AREA RAPID TRANSIT DISTRIC,BAY AREA RAPID TRANSIT DISTRICT,,37.792228,-122.25672800000001,601 E 8TH STREET,OAKLAND,94604,PM10-PRI,CAP,0.00019094400000000002,TON,2017NEI_Feb2020
1604578,Alameda,15723611,1130311764,,BAY AREA RAPID TRANSIT DISTRIC,BAY AREA RAPID TRANSIT DISTRICT,,37.792228,-122.25672800000001,601 E 8TH STREET,OAKLAND,94604,PM25-PRI,CAP,0.00018637,TON,2017NEI_Feb2020
1604653,Alameda,15724511,1130321338,,CITY OF FREMONT,CITY OF FREMONT,,37.535969,-121.961176,40700 CHAPEL WAY,FREMONT,94538,NOX,CAP,0.0053272680000000005,TON,2017NEI_Feb2020
1604656,Alameda,15724511,1130321338,,CITY OF FREMONT,CITY OF FREMONT,,37.535969,-121.961176,40700 CHAPEL WAY,FREMONT,94538,PM10-PRI,CAP,0.000193054,TON,2017NEI_Feb2020
1604658,Alameda,15724511,1130321338,,CITY OF FREMONT,CITY OF FREMONT,,37.535969,-121.961176,40700 CHAPEL WAY,FREMONT,94538,PM25-PRI,CAP,0.00018842900000000002,TON,2017NEI_Feb2020
1604664,Alameda,15724611,1130319313,,SOUTHLAND OFFICE INVERSTORS LL,SOUTHLAND OFFICE INVERSTORS LLC,,37.654132000000004,-122.104972,24301 SOUTHLAND DR,HAYWARD,94545,NOX,CAP,4.876e-05,TON,2017NEI_Feb2020
1604667,Alameda,15724611,1130319313,,SOUTHLAND OFFICE INVERSTORS LL,SOUTHLAND OFFICE INVERSTORS LLC,,37.654132000000004,-122.104972,24301 SOUTHLAND DR,HAYWARD,94545,PM10-PRI,CAP,2.7430000000000002e-06,TON,2017NEI_Feb2020
1604669,Alameda,15724611,1130319313,,SOUTHLAND OFFICE INVERSTORS LL,SOUTHLAND OFFICE INVERSTORS LLC,,37.654132000000004,-122.104972,24301 SOUTHLAND DR,HAYWARD,94545,PM25-PRI,CAP,2.7430000000000002e-06,TON,2017NEI_Feb2020
1604690,Alameda,15724711,1130320000,,CITY OF FREMONT,CITY OF FREMONT,,37.475224,-121.933221,47200 LAKEWOOD BLVD,FREMONT,94538,NOX,CAP,0.03238114,TON,2017NEI_Feb2020
1604693,Alameda,15724711,1130320000,,CITY OF FREMONT,CITY OF FREMONT,,37.475224,-121.933221,47200 LAKEWOOD BLVD,FREMONT,94538,PM10-PRI,CAP,0.001616558,TON,2017NEI_Feb2020
1604695,Alameda,15724711,1130320000,,CITY OF FREMONT,CITY OF FREMONT,,37.475224,-121.933221,47200 LAKEWOOD BLVD,FREMONT,94538,PM25-PRI,CAP,0.0015778279999999999,TON,2017NEI_Feb2020
1604749,Alameda,15725111,1130318648,,ZOSANO PHARMA,"ZP OPCO, INC",,37.551592,-122.058044,34790 ARDENTECH CT,FREMONT,94555,NOX,CAP,0.110291888,TON,2017NEI_Feb2020
1604752,Alameda,15725111,1130318648,,ZOSANO PHARMA,"ZP OPCO, INC",,37.551592,-122.058044,34790 ARDENTECH CT,FREMONT,94555,PM10-PRI,CAP,0.0033087529999999998,TON,2017NEI_Feb2020
1604754,Alameda,15725111,1130318648,,ZOSANO PHARMA,"ZP OPCO, INC",,37.551592,-122.058044,34790 ARDENTECH CT,FREMONT,94555,PM25-PRI,CAP,0.003301663,TON,2017NEI_Feb2020
1604775,Alameda,15725311,1130320179,,MENTOR GRAPHICS,MENTOR GRAPHICS,,37.479651000000004,-121.94141499999999,46871 BAYSIDE PKWY,FREMONT,94538,NOX,CAP,0.07651888,TON,2017NEI_Feb2020
1604778,Alameda,15725311,1130320179,,MENTOR GRAPHICS,MENTOR GRAPHICS,,37.479651000000004,-121.94141499999999,46871 BAYSIDE PKWY,FREMONT,94538,PM10-PRI,CAP,0.005441211,TON,2017NEI_Feb2020
1604780,Alameda,15725311,1130320179,,MENTOR GRAPHICS,MENTOR GRAPHICS,,37.479651000000004,-121.94141499999999,46871 BAYSIDE PKWY,FREMONT,94538,PM25-PRI,CAP,0.005310849,TON,2017NEI_Feb2020
1605155,Alameda,15729611,1130319629,,REVANCE THERAPEUTICS INC,REVANCE THERAPEUTICS INC,,37.540965,-122.060424,7555 GATEWAY BLVD,NEWARK,94560,NOX,CAP,0.02192515,TON,2017NEI_Feb2020
1605158,Alameda,15729611,1130319629,,REVANCE THERAPEUTICS INC,REVANCE THERAPEUTICS INC,,37.540965,-122.060424,7555 GATEWAY BLVD,NEWARK,94560,PM10-PRI,CAP,0.000369729,TON,2017NEI_Feb2020
1605160,Alameda,15729611,1130319629,,REVANCE THERAPEUTICS INC,REVANCE THERAPEUTICS INC,,37.540965,-122.060424,7555 GATEWAY BLVD,NEWARK,94560,PM25-PRI,CAP,0.00036087099999999997,TON,2017NEI_Feb2020
1605413,Alameda,15732311,1130320581,,"WAL-MART STORES, INC","WAL-MART STORES, INC C/O APTIM",,37.688379,-122.130095,15555 HESPARIAN BLVD,SAN LEANDRO,94579,NOX,CAP,0.01347106,TON,2017NEI_Feb2020
1605416,Alameda,15732311,1130320581,,"WAL-MART STORES, INC","WAL-MART STORES, INC C/O APTIM",,37.688379,-122.130095,15555 HESPARIAN BLVD,SAN LEANDRO,94579,PM10-PRI,CAP,0.00021706700000000001,TON,2017NEI_Feb2020
1605418,Alameda,15732311,1130320581,,"WAL-MART STORES, INC","WAL-MART STORES, INC C/O APTIM",,37.688379,-122.130095,15555 HESPARIAN BLVD,SAN LEANDRO,94579,PM25-PRI,CAP,0.00021186599999999998,TON,2017NEI_Feb2020
1605439,Alameda,15732511,1130317621,,SKYWEST EMERGENCY PUMP STATION,SKYWEST EMERGENCY PUMP STATION,,37.658328000000004,-122.11488,22487 SKYWEST DRIVE,HAYWARD,94541,NOX,CAP,0.04324113,TON,2017NEI_Feb2020
1605442,Alameda,15732511,1130317621,,SKYWEST EMERGENCY PUMP STATION,SKYWEST EMERGENCY PUMP STATION,,37.658328000000004,-122.11488,22487 SKYWEST DRIVE,HAYWARD,94541,PM10-PRI,CAP,0.0008619119999999999,TON,2017NEI_Feb2020
1605444,Alameda,15732511,1130317621,,SKYWEST EMERGENCY PUMP STATION,SKYWEST EMERGENCY PUMP STATION,,37.658328000000004,-122.11488,22487 SKYWEST DRIVE,HAYWARD,94541,PM25-PRI,CAP,0.000841262,TON,2017NEI_Feb2020
1605625,Alameda,15733311,113037858,,"TRUCK-RAIL HANDLING, INC","TRUCK-RAIL HANDLING, INC",,37.489327,-121.92156100000001,620 WARREN AVENUE,FREMONT,94538,NOX,CAP,0.0184425,TON,2017NEI_Feb2020
1605628,Alameda,15733311,113037858,,"TRUCK-RAIL HANDLING, INC","TRUCK-RAIL HANDLING, INC",,37.489327,-121.92156100000001,620 WARREN AVENUE,FREMONT,94538,PM10-PRI,CAP,0.0052019990000000006,TON,2017NEI_Feb2020
1605630,Alameda,15733311,113037858,,"TRUCK-RAIL HANDLING, INC","TRUCK-RAIL HANDLING, INC",,37.489327,-121.92156100000001,620 WARREN AVENUE,FREMONT,94538,PM25-PRI,CAP,0.0033420000000000004,TON,2017NEI_Feb2020
1605769,Alameda,15734511,1130319997,,"OAKLAND PROPERTY, LLC","DWFIU 1999 HARRISON, LLC",,37.807684,-122.26489099999999,1999 HARRISON STREET,OAKLAND,94612,NOX,CAP,0.4335208,TON,2017NEI_Feb2020
